student_id,roll_no,student_name,subject_id,subject_name,class_name,week_number,attendance_status,attendance_rate_this_week,cumulative_attendance_rate,assignment_submitted,assignment_score,assignment_submission_rate,quiz_score,cumulative_avg_score,score_trend,risk_label,risk_level
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,7,present,1.0,0.857,1,59.5,1.0,75.8,69.77,14.7,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,8,present,1.0,0.875,0,0.0,0.875,64.0,69.05,-11.8,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,9,present,1.0,0.889,1,59.0,0.889,66.4,68.76,2.4,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,10,present,1.0,0.9,0,0.0,0.8,64.8,68.36,-1.6,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,11,present,1.0,0.909,1,69.5,0.818,70.4,68.55,5.6,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,12,present,1.0,0.917,0,0.0,0.75,78.3,69.36,7.9,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,13,absent,0.0,0.846,1,69.1,0.769,65.1,69.03,-13.2,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,14,present,1.0,0.857,1,59.2,0.786,68.0,68.96,2.9,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,15,present,1.0,0.867,1,66.6,0.8,65.4,68.72,-2.6,0,Low
1,23CS001,Rahul Reddy,CS102,Database Management Systems,CSE-A,16,absent,0.0,0.812,1,63.2,0.812,0.0,68.72,-2.2,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,1,present,1.0,1.0,1,67.9,1.0,55.4,55.4,0.0,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,2,present,1.0,1.0,1,68.6,1.0,64.8,60.1,9.4,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,3,present,1.0,1.0,1,70.9,1.0,66.1,62.1,1.3,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,4,present,1.0,1.0,1,70.0,1.0,67.9,63.55,1.8,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,5,present,1.0,1.0,1,63.3,1.0,73.8,65.6,5.9,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,6,present,1.0,1.0,1,76.4,1.0,78.4,67.73,4.6,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,7,present,1.0,1.0,1,65.0,1.0,74.9,68.76,-3.5,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,8,present,1.0,1.0,1,78.2,1.0,74.6,69.49,-0.3,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,9,present,1.0,1.0,1,71.9,1.0,58.8,68.3,-15.8,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,10,present,1.0,1.0,1,71.7,1.0,66.8,68.15,8.0,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,11,present,1.0,1.0,1,65.9,1.0,72.2,68.52,5.4,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,12,present,1.0,1.0,1,76.2,1.0,87.0,70.06,14.8,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,13,present,1.0,1.0,1,59.4,1.0,76.9,70.58,-10.1,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,14,present,1.0,1.0,1,71.7,1.0,77.1,71.05,0.2,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,15,present,1.0,1.0,1,69.4,1.0,74.4,71.27,-2.7,0,Low
1,23CS001,Rahul Reddy,MA101,Applied Mathematics & Statistics,CSE-A,16,present,1.0,1.0,1,69.0,1.0,58.9,70.5,-15.5,0,Low
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,1,present,1.0,1.0,1,75.9,1.0,80.7,80.7,0.0,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,2,present,1.0,1.0,1,67.1,1.0,78.2,79.45,-2.5,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,3,present,1.0,1.0,1,83.4,1.0,65.3,74.73,-12.9,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,4,absent,0.0,0.75,1,67.1,1.0,0.0,74.73,1.8,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,5,present,1.0,0.8,1,88.4,1.0,72.7,74.22,5.6,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,6,absent,0.0,0.667,1,38.2,1.0,51.3,69.64,-21.4,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,7,absent,0.0,0.571,1,42.7,1.0,49.4,66.27,-1.9,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,8,absent,0.0,0.5,1,41.3,1.0,49.8,63.91,0.4,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,9,absent,0.0,0.444,1,45.3,1.0,0.0,63.91,-4.5,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,10,absent,0.0,0.4,0,0.0,0.9,34.7,60.26,-10.6,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,11,absent,0.0,0.364,0,0.0,0.818,51.9,59.33,17.2,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,12,present,1.0,0.417,1,72.3,0.833,64.8,59.88,12.9,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,13,present,1.0,0.462,1,80.3,0.846,74.3,61.19,9.5,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,14,absent,0.0,0.429,1,73.5,0.857,0.0,61.19,-0.8,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,15,present,1.0,0.467,1,77.7,0.867,76.9,62.5,3.4,1,Medium
2,23CS002,Aarav Singh,CS103,Artificial Intelligence & ML,CSE-B,16,absent,0.0,0.438,1,67.4,0.875,0.0,62.5,-9.5,1,Medium
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,1,present,1.0,1.0,1,70.6,1.0,58.6,58.6,0.0,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,2,present,1.0,1.0,1,74.1,1.0,65.3,61.95,6.7,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,3,present,1.0,1.0,1,70.0,1.0,76.1,66.67,10.8,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,4,present,1.0,1.0,1,64.4,1.0,89.9,72.47,13.8,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,5,present,1.0,1.0,1,83.1,1.0,72.1,72.4,-17.8,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,6,present,1.0,1.0,0,0.0,0.833,47.3,68.22,-24.8,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,7,present,1.0,1.0,1,39.4,0.857,56.5,66.54,9.2,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,8,present,1.0,1.0,1,45.9,0.875,31.9,62.21,-24.6,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,9,absent,0.0,0.889,0,0.0,0.778,59.9,61.96,28.0,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,10,present,1.0,0.9,1,50.2,0.8,53.5,61.11,-6.4,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,11,present,1.0,0.909,1,39.8,0.818,47.3,59.85,-6.2,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,12,present,1.0,0.917,1,76.6,0.833,47.7,58.84,0.4,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,13,present,1.0,0.923,1,65.9,0.846,84.2,60.79,36.5,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,14,present,1.0,0.929,1,63.4,0.857,82.8,62.36,-1.4,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,15,present,1.0,0.933,0,0.0,0.8,61.2,62.29,-21.6,0,Low
2,23CS002,Aarav Singh,EC101,Digital Logic & Microprocessors,CSE-B,16,present,1.0,0.938,1,73.2,0.812,67.5,62.61,6.3,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,1,present,1.0,1.0,1,85.8,1.0,80.4,80.4,0.0,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,2,present,1.0,1.0,1,97.7,1.0,88.3,84.35,7.9,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,3,present,1.0,1.0,1,84.3,1.0,81.4,83.37,-6.9,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,4,present,1.0,1.0,1,86.2,1.0,80.3,82.6,-1.1,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,5,present,1.0,1.0,1,82.9,1.0,87.7,83.62,7.4,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,6,present,1.0,1.0,1,88.5,1.0,89.1,84.53,1.4,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,7,present,1.0,1.0,0,0.0,0.857,79.7,83.84,-9.4,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,8,present,1.0,1.0,1,81.0,0.875,93.7,85.08,14.0,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,9,present,1.0,1.0,1,94.3,0.889,81.7,84.7,-12.0,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,10,present,1.0,1.0,1,85.1,0.9,92.0,85.43,10.3,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,11,present,1.0,1.0,1,83.6,0.909,91.4,85.97,-0.6,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,12,present,1.0,1.0,1,83.4,0.917,80.4,85.51,-11.0,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,13,absent,0.0,0.923,1,96.5,0.923,0.0,85.51,16.1,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,14,present,1.0,0.929,1,91.4,0.929,93.7,86.14,-2.8,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,15,present,1.0,0.933,1,89.7,0.933,84.9,86.05,-8.8,0,Low
3,23CS003,Divya Gupta,CS101,Data Structures & Algorithms,CSE-A,16,present,1.0,0.938,1,79.6,0.938,92.3,86.47,7.4,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,1,present,1.0,1.0,1,84.1,1.0,88.1,88.1,0.0,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,2,present,1.0,1.0,1,81.6,1.0,86.8,87.45,-1.3,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,3,present,1.0,1.0,1,82.0,1.0,81.5,85.47,-5.3,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,4,present,1.0,1.0,0,0.0,0.75,86.7,85.77,5.2,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,5,present,1.0,1.0,1,80.7,0.8,83.4,85.3,-3.3,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,6,present,1.0,1.0,1,90.1,0.833,83.8,85.05,0.4,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,7,present,1.0,1.0,1,84.9,0.857,82.8,84.73,-1.0,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,8,present,1.0,1.0,1,86.9,0.875,78.8,83.99,-4.0,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,9,present,1.0,1.0,1,84.3,0.889,88.0,84.43,9.2,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,10,present,1.0,1.0,1,86.3,0.9,85.1,84.5,-2.9,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,11,present,1.0,1.0,1,85.1,0.909,88.7,84.88,3.6,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,12,present,1.0,1.0,1,97.9,0.917,79.2,84.41,-9.5,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,13,present,1.0,1.0,1,98.1,0.923,78.9,83.98,-0.3,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,14,present,1.0,1.0,1,72.3,0.929,81.1,83.78,2.2,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,15,present,1.0,1.0,1,87.1,0.933,99.1,84.8,18.0,0,Low
3,23CS003,Divya Gupta,CS102,Database Management Systems,CSE-A,16,present,1.0,1.0,1,79.6,0.938,88.7,85.04,-10.4,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,1,present,1.0,1.0,1,77.1,1.0,98.7,98.7,0.0,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,2,present,1.0,1.0,1,92.1,1.0,81.5,90.1,-17.2,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,3,absent,0.0,0.667,1,74.7,1.0,0.0,90.1,-6.8,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,4,present,1.0,0.75,1,93.1,1.0,66.6,82.27,-8.1,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,5,present,1.0,0.8,1,79.6,1.0,86.9,83.42,20.3,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,6,absent,0.0,0.667,0,0.0,0.833,0.0,83.42,-3.48,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,7,present,1.0,0.714,1,86.8,0.857,81.6,83.06,-1.82,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,8,present,1.0,0.75,1,88.7,0.875,85.9,83.53,4.3,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,9,present,1.0,0.778,1,88.1,0.889,73.5,82.1,-12.4,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,10,present,1.0,0.8,1,92.7,0.9,96.6,83.91,23.1,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,11,present,1.0,0.818,1,85.7,0.909,100.0,85.7,3.4,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,12,present,1.0,0.833,1,95.5,0.917,89.8,86.11,-10.2,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,13,present,1.0,0.846,1,93.2,0.923,92.9,86.73,3.1,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,14,present,1.0,0.857,1,74.4,0.929,83.0,86.42,-9.9,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,15,present,1.0,0.867,1,89.3,0.933,97.2,87.25,14.2,0,Low
3,23CS003,Divya Gupta,MA101,Applied Mathematics & Statistics,CSE-A,16,present,1.0,0.875,1,76.7,0.938,72.2,86.17,-25.0,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,1,absent,0.0,0.0,1,74.7,1.0,57.2,57.2,0.0,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,2,present,1.0,0.5,1,70.2,1.0,61.0,59.1,3.8,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,3,present,1.0,0.667,1,67.6,1.0,75.2,64.47,14.2,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,4,present,1.0,0.75,1,64.8,1.0,62.1,63.88,-13.1,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,5,present,1.0,0.8,1,67.4,1.0,60.2,63.14,-1.9,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,6,present,1.0,0.833,1,79.8,1.0,68.3,64.0,8.1,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,7,present,1.0,0.857,1,63.8,1.0,69.6,64.8,1.3,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,8,absent,0.0,0.75,0,0.0,0.875,74.4,66.0,4.8,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,9,present,1.0,0.778,1,64.3,0.889,63.9,65.77,-10.5,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,10,present,1.0,0.8,1,60.6,0.9,63.3,65.52,-0.6,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,11,present,1.0,0.818,1,54.8,0.909,74.4,66.33,11.1,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,12,absent,0.0,0.75,1,62.1,0.917,0.0,66.33,-12.3,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,13,present,1.0,0.769,1,58.4,0.923,69.5,66.59,7.4,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,14,present,1.0,0.786,1,64.1,0.929,59.9,66.08,-9.6,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,15,present,1.0,0.8,0,0.0,0.867,80.7,67.12,20.8,0,Low
4,23CS004,Bhavna Reddy,CS103,Artificial Intelligence & ML,CSE-B,16,present,1.0,0.812,1,73.3,0.875,68.6,67.22,-12.1,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,1,present,1.0,1.0,1,62.8,1.0,60.2,60.2,0.0,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,2,present,1.0,1.0,1,66.9,1.0,74.9,67.55,14.7,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,3,present,1.0,1.0,0,0.0,0.667,82.3,72.47,7.4,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,4,present,1.0,1.0,1,64.1,0.75,64.3,70.43,-18.0,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,5,present,1.0,1.0,1,68.3,0.8,61.8,68.7,-2.5,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,6,present,1.0,1.0,0,0.0,0.667,66.2,68.28,4.4,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,7,absent,0.0,0.857,1,62.6,0.714,0.0,68.28,-3.6,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,8,present,1.0,0.875,1,71.2,0.75,69.6,68.47,7.0,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,9,present,1.0,0.889,1,73.6,0.778,62.3,67.7,-7.3,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,10,present,1.0,0.9,1,69.7,0.8,47.4,65.44,-14.9,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,11,present,1.0,0.909,1,58.9,0.818,74.0,66.3,26.6,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,12,present,1.0,0.917,1,84.7,0.833,55.9,65.35,-18.1,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,13,present,1.0,0.923,1,64.4,0.846,73.7,66.05,17.8,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,14,present,1.0,0.929,1,63.7,0.857,86.3,67.61,12.6,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,15,present,1.0,0.933,1,69.0,0.867,68.7,67.69,-17.6,0,Low
4,23CS004,Bhavna Reddy,EC101,Digital Logic & Microprocessors,CSE-B,16,present,1.0,0.938,1,70.9,0.875,79.9,68.5,11.2,0,Low
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,1,present,1.0,1.0,1,49.7,1.0,55.2,55.2,0.0,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,2,absent,0.0,0.5,1,46.9,1.0,47.4,51.3,-7.8,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,3,absent,0.0,0.333,1,52.3,1.0,32.6,45.07,-14.8,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,4,absent,0.0,0.25,1,41.7,1.0,42.0,44.3,9.4,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,5,absent,0.0,0.2,0,0.0,0.8,0.0,44.3,2.3,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,6,present,1.0,0.333,0,0.0,0.667,44.4,44.32,0.1,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,7,absent,0.0,0.286,1,37.4,0.714,0.0,44.32,-7.0,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,8,absent,0.0,0.25,0,0.0,0.625,0.0,44.32,6.92,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,9,present,1.0,0.333,1,27.3,0.667,36.0,42.93,-8.32,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,10,present,1.0,0.4,0,0.0,0.6,20.6,39.74,-15.4,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,11,absent,0.0,0.364,0,0.0,0.545,34.7,39.11,14.1,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,12,present,1.0,0.417,1,22.3,0.583,32.2,38.34,-2.5,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,13,absent,0.0,0.385,0,0.0,0.538,0.0,38.34,6.14,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,14,absent,0.0,0.357,0,0.0,0.5,32.3,37.74,-6.04,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,15,absent,0.0,0.333,0,0.0,0.467,0.0,37.74,5.44,2,High
5,23CS005,Riya Patel,CS101,Data Structures & Algorithms,CSE-A,16,absent,0.0,0.312,0,0.0,0.438,26.4,36.71,-11.34,2,High
5,23CS005,Riya Patel,CS102,Database Management Systems,CSE-A,1,present,1.0,1.0,1,68.1,1.0,65.6,65.6,0.0,2,High
5,23CS005,Riya Patel,CS102,Database Management Systems,CSE-A,2,absent,0.0,0.5,0,0.0,0.5,53.8,59.7,-11.8,2,High
